country_name,country_code,year,male_enrollment,female_enrollment
Lower middle income,LMC,2004,52.8930397033691,45.0138206481934
North America,NAC,2004,94.8317718505859,96.4445114135742
South Asia,SAS,2004,57.4509315490723,47.6684112548828
Upper middle income,UMC,2004,73.2605209350586,73.840202331543
Africa Eastern and Southern,AFE,2005,35.7283401489258,29.3665599822998
Africa Western and Central,AFW,2005,33.8232002258301,25.2043399810791
Arab World,ARB,2005,65.1168594360352,61.6643486022949
Australia,AUS,2005,,
East Asia & Pacific,EAS,2005,70.2104263305664,70.5025024414062
European Union,EUU,2005,102.656112670898,103.165328979492
High income,HIC,2005,97.9482421875,99.1143112182617
Latin America & Caribbean,LCN,2005,83.5519638061523,89.802131652832
Low income,LIC,2005,34.8307991027832,24.3522205352783
Lower middle income,LMC,2005,53.9127807617188,46.6362800598145
North America,NAC,2005,94.8664627075195,96.2285079956055
South Asia,SAS,2005,59.2994194030762,50.1592597961426
Upper middle income,UMC,2005,74.4177627563477,75.7810897827148
Africa Eastern and Southern,AFE,2006,37.3952903747559,30.7157497406006
Africa Western and Central,AFW,2006,34.2423706054688,25.3873996734619
Arab World,ARB,2006,64.984260559082,61.9617195129395
Australia,AUS,2006,,
East Asia & Pacific,EAS,2006,72.6614990234375,73.6256332397461
European Union,EUU,2006,103.551963806152,103.802017211914
High income,HIC,2006,98.3464965820312,98.7770233154297
Latin America & Caribbean,LCN,2006,81.787467956543,88.2992324829102
Low income,LIC,2006,36.63671875,25.7542400360107
Lower middle income,LMC,2006,54.6030502319336,47.5838317871094
North America,NAC,2006,95.5426406860352,94.9494400024414
South Asia,SAS,2006,59.7690696716309,51.1434783935547
Upper middle income,UMC,2006,76.2518692016602,78.3796768188477
Africa Eastern and Southern,AFE,2007,39.0591583251953,31.8105907440186
Africa Western and Central,AFW,2007,34.7163581848145,25.3766708374023
Arab World,ARB,2007,63.8065414428711,61.0592498779297
Australia,AUS,2007,,
East Asia & Pacific,EAS,2007,75.9831390380859,77.3227996826172
European Union,EUU,2007,103.537773132324,103.797233581543
High income,HIC,2007,98.5580596923828,98.8493499755859
Latin America & Caribbean,LCN,2007,82.8174591064453,89.54833984375
Low income,LIC,2007,37.3850288391113,26.72825050354
Lower middle income,LMC,2007,55.810718536377,49.2178916931152
North America,NAC,2007,95.6971893310547,95.1765670776367
South Asia,SAS,2007,61.3017196655273,53.7980499267578
Upper middle income,UMC,2007,79.0480117797852,81.7421188354492
Africa Eastern and Southern,AFE,2008,40.3244514465332,33.3657188415527
Africa Western and Central,AFW,2008,36.9593315124512,28.1702404022217
Arab World,ARB,2008,63.9938201904297,61.1059417724609
Australia,AUS,2008,,
East Asia & Pacific,EAS,2008,78.3479080200195,80.100212097168
European Union,EUU,2008,104.737991333008,104.980712890625
High income,HIC,2008,99.186882019043,99.3857803344727
Latin America & Caribbean,LCN,2008,83.8287887573242,90.7860565185547
Low income,LIC,2008,39.1269912719727,28.4405002593994
Lower middle income,LMC,2008,57.1602897644043,51.493278503418
North America,NAC,2008,95.8644332885742,95.4206085205078
South Asia,SAS,2008,63.1694297790527,57.021728515625
Upper middle income,UMC,2008,81.4071884155273,84.385009765625
Africa Eastern and Southern,AFE,2009,41.3559188842773,34.5432586669922
Africa Western and Central,AFW,2009,39.3696784973145,30.8871803283691
Arab World,ARB,2009,66.0612869262695,62.877799987793
Australia,AUS,2009,,
East Asia & Pacific,EAS,2009,81.9322509765625,84.3223571777344
European Union,EUU,2009,105.744216918945,105.384651184082
High income,HIC,2009,100.206321716309,100.540420532227
Latin America & Caribbean,LCN,2009,84.8180770874023,91.6666488647461
Low income,LIC,2009,40.3209190368652,29.8598594665527
Lower middle income,LMC,2009,56.6955909729004,52.3352088928223
North America,NAC,2009,95.3859634399414,96.4992523193359
South Asia,SAS,2009,61.9600715637207,57.7675285339355
Upper middle income,UMC,2009,84.552116394043,87.9890213012695
Africa Eastern and Southern,AFE,2010,42.081600189209,35.623420715332
Africa Western and Central,AFW,2010,42.5637512207031,33.9896202087402
Arab World,ARB,2010,66.491340637207,63.3116188049316
Australia,AUS,2010,,
East Asia & Pacific,EAS,2010,84.2464370727539,85.2631530761719
European Union,EUU,2010,107.265106201172,106.656219482422
High income,HIC,2010,101.08162689209,101.32447052002
Latin America & Caribbean,LCN,2010,86.0204162597656,92.5485076904297
Low income,LIC,2010,41.2363204956055,31.2394199371338
Lower middle income,LMC,2010,59.184871673584,54.8984184265137
North America,NAC,2010,95.6637802124023,96.5648193359375
South Asia,SAS,2010,65.0650787353516,61.3690986633301
Upper middle income,UMC,2010,86.7414703369141,88.9938888549805
Africa Eastern and Southern,AFE,2011,42.4351081848145,36.5236701965332
Africa Western and Central,AFW,2011,44.6402587890625,35.5903816223145
Arab World,ARB,2011,68.1433868408203,65.2037963867188
Australia,AUS,2011,,
East Asia & Pacific,EAS,2011,85.472900390625,86.7125930786133
European Union,EUU,2011,108.124687194824,107.169059753418
High income,HIC,2011,101.26065826416,101.351547241211
Latin America & Caribbean,LCN,2011,86.619270324707,92.8820495605469
Low income,LIC,2011,41.9028282165527,32.5779609680176
Lower middle income,LMC,2011,60.8268013000488,56.6165008544922
North America,NAC,2011,96.0153121948242,96.6986389160156
South Asia,SAS,2011,66.897331237793,63.5410003662109
Upper middle income,UMC,2011,88.0680923461914,90.385612487793
Africa Eastern and Southern,AFE,2012,43.3469886779785,37.6529693603516
Africa Western and Central,AFW,2012,45.3772811889648,37.8155899047852
Arab World,ARB,2012,68.7666931152344,65.3947219848633
Australia,AUS,2012,,
East Asia & Pacific,EAS,2012,85.7374725341797,87.5260620117188
European Union,EUU,2012,107.167411804199,106.137130737305
High income,HIC,2012,101.495407104492,101.291976928711
Latin America & Caribbean,LCN,2012,86.984001159668,92.7997589111328
Low income,LIC,2012,42.6383590698242,33.6832504272461
Lower middle income,LMC,2012,62.5723609924316,58.6043815612793
North America,NAC,2012,97.0218200683594,97.5537719726562
South Asia,SAS,2012,69.3172912597656,66.3012619018555
Upper middle income,UMC,2012,88.1952972412109,90.9012832641602
Africa Eastern and Southern,AFE,2013,43.6335487365723,38.6157493591309
Africa Western and Central,AFW,2013,50.2240180969238,42.5206108093262
Arab World,ARB,2013,67.0570220947266,63.5361595153809
Australia,AUS,2013,,
East Asia & Pacific,EAS,2013,86.7014999389648,88.3574523925781
European Union,EUU,2013,109.180946350098,108.645858764648
High income,HIC,2013,104.271812438965,104.252471923828
Latin America & Caribbean,LCN,2013,92.1076507568359,97.5087127685547
Low income,LIC,2013,41.4511184692383,33.1779518127441
Lower middle income,LMC,2013,62.7571296691895,60.5203018188477
North America,NAC,2013,97.385498046875,97.6731033325195
South Asia,SAS,2013,68.0343475341797,68.1774368286133
Upper middle income,UMC,2013,90.8306274414062,93.5033798217773
Africa Eastern and Southern,AFE,2014,44.6735801696777,39.738208770752
Africa Western and Central,AFW,2014,46.1268005371094,38.7878112792969
Arab World,ARB,2014,67.4220428466797,63.9555587768555
Australia,AUS,2014,,
East Asia & Pacific,EAS,2014,85.8870620727539,88.063102722168
European Union,EUU,2014,108.44352722168,107.979553222656
High income,HIC,2014,104.53897857666,104.591819763184
Latin America & Caribbean,LCN,2014,92.2357330322266,97.6046905517578
Low income,LIC,2014,42.029369354248,33.6816101074219
Lower middle income,LMC,2014,64.7580413818359,62.8911285400391
North America,NAC,2014,97.6594390869141,98.7799606323242
South Asia,SAS,2014,72.7299270629883,73.1499404907227
Upper middle income,UMC,2014,90.4413909912109,93.6200866699219
Africa Eastern and Southern,AFE,2015,44.8140106201172,39.6892509460449
Africa Western and Central,AFW,2015,46.9467315673828,40.3699607849121
Arab World,ARB,2015,67.7083435058594,64.5253677368164
Australia,AUS,2015,170.071990966797,147.584396362305
East Asia & Pacific,EAS,2015,86.1397933959961,88.283332824707
European Union,EUU,2015,108.189567565918,107.710403442383
High income,HIC,2015,104.809410095215,104.697738647461
Latin America & Caribbean,LCN,2015,92.6001586914062,97.6465072631836
Low income,LIC,2015,41.6817512512207,34.0883712768555
Lower middle income,LMC,2015,65.1554870605469,63.3554496765137
North America,NAC,2015,98.3874969482422,99.368782043457
South Asia,SAS,2015,72.7067718505859,73.1828765869141
Upper middle income,UMC,2015,90.7119674682617,93.5445327758789
Africa Eastern and Southern,AFE,2016,45.0760307312012,40.2670402526855
Africa Western and Central,AFW,2016,45.4205017089844,39.0918617248535
Arab World,ARB,2016,68.0219268798828,64.8255615234375
Australia,AUS,2016,166.21826171875,144.401290893555
East Asia & Pacific,EAS,2016,85.4104537963867,87.7668609619141
European Union,EUU,2016,107.235771179199,107.008682250977
High income,HIC,2016,104.752998352051,104.505218505859
Latin America & Caribbean,LCN,2016,93.831657409668,98.4324188232422
Low income,LIC,2016,42.3660507202148,34.5961303710938
Lower middle income,LMC,2016,66.0465698242188,64.3369522094727
North America,NAC,2016,100.108619689941,99.6349105834961
South Asia,SAS,2016,74.4118423461914,74.9855804443359
Upper middle income,UMC,2016,90.3358917236328,93.4494018554688
Africa Eastern and Southern,AFE,2017,45.650218963623,40.8391418457031
Africa Western and Central,AFW,2017,45.0409698486328,39.740650177002
Arab World,ARB,2017,68.3695068359375,65.4355316162109
Australia,AUS,2017,162.138916015625,144.534530639648
East Asia & Pacific,EAS,2017,85.7120208740234,87.9111175537109
European Union,EUU,2017,107.651550292969,107.164947509766
High income,HIC,2017,105.144866943359,104.842407226562
Latin America & Caribbean,LCN,2017,94.5117568969727,98.6545333862305
Low income,LIC,2017,42.9825897216797,35.3164710998535
Lower middle income,LMC,2017,65.2932815551758,63.751091003418
North America,NAC,2017,100.282279968262,99.8584365844727
South Asia,SAS,2017,73.2217025756836,73.732780456543
Upper middle income,UMC,2017,91.0472793579102,93.6901931762695
Africa Eastern and Southern,AFE,2018,45.9612617492676,41.1385498046875
Africa Western and Central,AFW,2018,44.8823089599609,40.4764213562012
Arab World,ARB,2018,68.3659515380859,65.6868133544922
Australia,AUS,2018,139.648254394531,132.354217529297
East Asia & Pacific,EAS,2018,86.2228088378906,88.4812393188477
European Union,EUU,2018,107.713607788086,107.385391235352
High income,HIC,2018,104.956703186035,104.676200866699
Latin America & Caribbean,LCN,2018,95.4137268066406,99.8022918701172
Low income,LIC,2018,43.4518890380859,35.7923583984375
Lower middle income,LMC,2018,66.3029022216797,64.9927520751953
North America,NAC,2018,100.763641357422,99.9377136230469
South Asia,SAS,2018,74.8747100830078,75.2186279296875
Upper middle income,UMC,2018,91.6489410400391,94.4231109619141
Africa Eastern and Southern,AFE,2019,46.5883598327637,41.6500816345215
Africa Western and Central,AFW,2019,45.6785697937012,42.076530456543
Arab World,ARB,2019,68.5187377929688,66.192512512207
Australia,AUS,2019,148.244705200195,139.616836547852
East Asia & Pacific,EAS,2019,88.0189514160156,90.0556335449219
European Union,EUU,2019,107.497192382812,107.081871032715
High income,HIC,2019,105.398368835449,104.791778564453
Latin America & Caribbean,LCN,2019,95.2773132324219,100.104858398438
Low income,LIC,2019,44.0077095031738,36.247371673584
Lower middle income,LMC,2019,66.5640716552734,65.5440673828125
North America,NAC,2019,101.749588012695,100.248710632324
South Asia,SAS,2019,74.6493835449219,75.2787170410156
Upper middle income,UMC,2019,92.5366363525391,95.2726516723633
Africa Eastern and Southern,AFE,2020,47.018871307373,42.3275299072266
Africa Western and Central,AFW,2020,46.0977096557617,43.326961517334
Arab World,ARB,2020,68.3533020019531,66.1664199829102
Australia,AUS,2020,139.374725341797,135.490798950195
East Asia & Pacific,EAS,2020,89.0723266601562,90.8184967041016
European Union,EUU,2020,108.191787719727,108.042427062988
High income,HIC,2020,104.482803344727,103.970611572266
Latin America & Caribbean,LCN,2020,94.6235809326172,99.7190017700195
Low income,LIC,2020,44.4558410644531,36.8219184875488
Lower middle income,LMC,2020,68.032356262207,66.4716873168945
North America,NAC,2020,102.198707580566,100.397407531738
South Asia,SAS,2020,77.2911834716797,76.702880859375
Upper middle income,UMC,2020,93.0118179321289,95.6853103637695
Africa Eastern and Southern,AFE,2021,47.5120506286621,42.7693405151367
Africa Western and Central,AFW,2021,46.7034606933594,44.3946685791016
Arab World,ARB,2021,69.1250610351562,66.8292694091797
Australia,AUS,2021,137.574722290039,133.347183227539
East Asia & Pacific,EAS,2021,89.8716201782227,91.3720321655273
European Union,EUU,2021,107.979820251465,107.97386932373
High income,HIC,2021,104.323997497559,104.476928710938
Latin America & Caribbean,LCN,2021,94.2917098999023,100.688407897949
Low income,LIC,2021,45.080078125,37.4900817871094
Lower middle income,LMC,2021,69.7002105712891,67.2521286010742
North America,NAC,2021,101.602462768555,102.064552307129
South Asia,SAS,2021,80.428596496582,78.1247634887695
Upper middle income,UMC,2021,93.5969085693359,96.4112930297852
Africa Eastern and Southern,AFE,2022,47.6300582885742,42.9131698608398
Africa Western and Central,AFW,2022,46.3141708374023,44.9384689331055
Arab World,ARB,2022,70.4906692504883,68.3780136108398
Australia,AUS,2022,135.833282470703,130.563079833984
East Asia & Pacific,EAS,2022,90.5718765258789,92.0620269775391
European Union,EUU,2022,107.452827453613,107.83553314209
High income,HIC,2022,103.403816223145,104.096839904785
Latin America & Caribbean,LCN,2022,94.1012268066406,100.203941345215
Low income,LIC,2022,45.0550003051758,37.7314682006836
Lower middle income,LMC,2022,69.4192733764648,68.3247604370117
North America,NAC,2022,97.2686767578125,99.5094299316406
South Asia,SAS,2022,79.8859634399414,79.9995727539062
Upper middle income,UMC,2022,94.0571670532227,96.6962585449219
Africa Eastern and Southern,AFE,2023,,
Africa Western and Central,AFW,2023,46.7609710693359,46.1132011413574
Arab World,ARB,2023,69.5897369384766,67.6763610839844
Australia,AUS,2023,136.93244934082,131.09733581543
East Asia & Pacific,EAS,2023,91.3187713623047,92.7077789306641
European Union,EUU,2023,106.64909362793,107.276847839355
High income,HIC,2023,103.173667907715,103.020812988281
Latin America & Caribbean,LCN,2023,94.6747131347656,100.538856506348
Low income,LIC,2023,,
Lower middle income,LMC,2023,68.5216903686523,68.203498840332
North America,NAC,2023,98.2929763793945,97.2571105957031
South Asia,SAS,2023,77.3344192504883,78.5853118896484
Upper middle income,UMC,2023,94.6402587890625,97.1281433105469
